"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","Newman","MRSA252","HO_5096_0412","S0385"
"Cluster_2600","","","3","3","1","","","","","","","","","","MRSA252_+_+_MRSA252_01557_+_+_MRSA252_01558_+_+_DT","HO_5096_0412_+_+_HO_5096_0412_01478_+_+_HO_5096_0412_01479_+_+_DT","S0385_+_+_S0385_01585_+_+_S0385_01586_+_+_DT"
"Cluster_488","","","3","3","1","","","","","","","","","Newman_+_+_Newman_01575_+_+_Newman_01576_+_+_DP","MRSA252_+_+_MRSA252_01636_+_+_MRSA252_01637_+_+_DP","HO_5096_0412_+_+_HO_5096_0412_01557_+_+_HO_5096_0412_01558_+_+_DP",""
"Cluster_2376","","","3","4","1.33333333333333","","","","","","","","","","MRSA252_+_+_MRSA252_01521_+_+_MRSA252_01522_+_+_CO_R","HO_5096_0412_+_+_HO_5096_0412_01446_+_+_HO_5096_0412_01447_+_+_CO_R","S0385_+_+_S0385_00367_+_+_S0385_00368_+_+_CO_F	S0385_+_+_S0385_01554_+_+_S0385_01555_+_+_CO_R"
"Cluster_2660","","","3","4","1.33333333333333","","","","","","","","","","MRSA252_+_+_MRSA252_01506_+_+_MRSA252_01507_+_+_CO_R","HO_5096_0412_+_+_HO_5096_0412_01431_+_+_HO_5096_0412_01432_+_+_CO_R","S0385_+_+_S0385_00383_+_+_S0385_00384_+_+_CO_F	S0385_+_+_S0385_01538_+_+_S0385_01539_+_+_CO_R"
"Cluster_1759","","","3","4","1.33333333333333","","","","","","","","","","MRSA252_+_+_MRSA252_01295_+_+_MRSA252_01296_+_+_CO_R","HO_5096_0412_+_+_HO_5096_0412_01280_+_+_HO_5096_0412_01281_+_+_CO_F","S0385_+_+_S0385_00090_+_+_S0385_00091_+_+_CO_R	S0385_+_+_S0385_02088_+_+_S0385_02089_+_+_CO_R"
"Cluster_2401","","","3","3","1","","","","","","","","","Newman_+_+_Newman_00396_+_+_Newman_00397_+_+_DT","MRSA252_+_+_MRSA252_00387_+_+_MRSA252_00388_+_+_DT","HO_5096_0412_+_+_HO_5096_0412_00342_+_+_HO_5096_0412_00343_+_+_DT",""
"Cluster_634","","","3","3","1","","","","","","","","","Newman_+_+_Newman_00372_+_+_Newman_00373_+_+_DT","MRSA252_+_+_MRSA252_00343_+_+_MRSA252_00344_+_+_DT","","S0385_+_+_S0385_00433_+_+_S0385_00434_+_+_DT"
"Cluster_38","","","3","3","1","","","","","","","","","Newman_+_+_Newman_00479_+_+_Newman_00480_+_+_CO_F","","HO_5096_0412_+_+_HO_5096_0412_00418_+_+_HO_5096_0412_00419_+_+_CO_F","S0385_+_+_S0385_00549_+_+_S0385_00550_+_+_CO_F"
"Cluster_1467","","","3","3","1","","","","","","","","","Newman_+_+_Newman_01366_+_+_Newman_01367_+_+_CO_F","MRSA252_+_+_MRSA252_01360_+_+_MRSA252_01361_+_+_CO_F","","S0385_+_+_S0385_01383_+_+_S0385_01384_+_+_CO_F"
"Cluster_891","","","3","3","1","","","","","","","","","Newman_+_+_Newman_02606_+_+_Newman_02607_+_+_CO_R","MRSA252_+_+_MRSA252_02618_+_+_MRSA252_02619_+_+_CO_R","HO_5096_0412_+_+_HO_5096_0412_02532_+_+_HO_5096_0412_02533_+_+_CO_R",""
"Cluster_1547","","","3","3","1","","","","","","","","","Newman_+_+_Newman_00392_+_+_Newman_00393_+_+_CO_F","MRSA252_+_+_MRSA252_00383_+_+_MRSA252_00384_+_+_CO_F","HO_5096_0412_+_+_HO_5096_0412_00338_+_+_HO_5096_0412_00339_+_+_CO_F",""
"Cluster_458","","","3","3","1","","","","","","","","","Newman_+_+_Newman_00577_+_+_Newman_00578_+_+_CO_F","MRSA252_+_+_MRSA252_00569_+_+_MRSA252_00570_+_+_CO_F","HO_5096_0412_+_+_HO_5096_0412_00519_+_+_HO_5096_0412_00520_+_+_CO_F",""
"Cluster_908","","","3","3","1","","","","","","","","","","MRSA252_+_+_MRSA252_00744_+_+_MRSA252_00745_+_+_CO_F","HO_5096_0412_+_+_HO_5096_0412_00655_+_+_HO_5096_0412_00656_+_+_CO_F","S0385_+_+_S0385_00792_+_+_S0385_00793_+_+_CO_F"
"Cluster_943","","","3","3","1","","","","","","","","","","MRSA252_+_+_MRSA252_02822_+_+_MRSA252_02823_+_+_DP","HO_5096_0412_+_+_HO_5096_0412_02749_+_+_HO_5096_0412_02750_+_+_DP","S0385_+_+_S0385_02798_+_+_S0385_02799_+_+_DP"
"Cluster_2503","","","3","4","1.33333333333333","","","","","","","","","","MRSA252_+_+_MRSA252_01284_+_+_MRSA252_01285_+_+_CO_R","HO_5096_0412_+_+_HO_5096_0412_01295_+_+_HO_5096_0412_01296_+_+_CO_F","S0385_+_+_S0385_00077_+_+_S0385_00078_+_+_CO_R	S0385_+_+_S0385_02075_+_+_S0385_02076_+_+_CO_R"
"Cluster_2337","","","3","3","1","","","","","","","","","","MRSA252_+_+_MRSA252_01411_+_+_MRSA252_01412_+_+_DT","HO_5096_0412_+_+_HO_5096_0412_01328_+_+_HO_5096_0412_01329_+_+_DT","S0385_+_+_S0385_01436_+_+_S0385_01437_+_+_DT"
"Cluster_2239","","","3","3","1","","","","","","","","","Newman_+_+_Newman_01370_+_+_Newman_01371_+_+_DT","","HO_5096_0412_+_+_HO_5096_0412_01263_+_+_HO_5096_0412_01264_+_+_DT","S0385_+_+_S0385_01387_+_+_S0385_01388_+_+_DT"
"Cluster_2356","","","3","3","1","","","","","","","","","Newman_+_+_Newman_01356_+_+_Newman_01357_+_+_DT","","HO_5096_0412_+_+_HO_5096_0412_01247_+_+_HO_5096_0412_01248_+_+_DT","S0385_+_+_S0385_01372_+_+_S0385_01373_+_+_DT"
"Cluster_982","","","3","3","1","","","","","","","","","Newman_+_+_Newman_02307_+_+_Newman_02308_+_+_CO_R","MRSA252_+_+_MRSA252_02315_+_+_MRSA252_02316_+_+_CO_R","HO_5096_0412_+_+_HO_5096_0412_02230_+_+_HO_5096_0412_02231_+_+_CO_R",""
"Cluster_831","","","3","3","1","","","","","","","","","Newman_+_+_Newman_02075_+_+_Newman_02076_+_+_CO_R","MRSA252_+_+_MRSA252_02083_+_+_MRSA252_02084_+_+_CO_R","HO_5096_0412_+_+_HO_5096_0412_01995_+_+_HO_5096_0412_01996_+_+_CO_R",""
"Cluster_63","","","3","3","1","","","","","","","","","","MRSA252_+_+_MRSA252_01131_+_+_MRSA252_01132_+_+_DP","HO_5096_0412_+_+_HO_5096_0412_01044_+_+_HO_5096_0412_01045_+_+_DP","S0385_+_+_S0385_01182_+_+_S0385_01183_+_+_DP"
"Cluster_887","","","3","3","1","","","","","","","","","Newman_+_+_Newman_01451_+_+_Newman_01452_+_+_DP","MRSA252_+_+_MRSA252_01444_+_+_MRSA252_01445_+_+_DP","HO_5096_0412_+_+_HO_5096_0412_01363_+_+_HO_5096_0412_01364_+_+_DP",""
"Cluster_997","","","3","3","1","","","","","","","","","Newman_+_+_Newman_02720_+_+_Newman_02721_+_+_CO_R","MRSA252_+_+_MRSA252_02723_+_+_MRSA252_02724_+_+_CO_R","","S0385_+_+_S0385_02702_+_+_S0385_02703_+_+_CO_R"
"Cluster_421","","","3","3","1","","","","","","","","","","MRSA252_+_+_MRSA252_00412_+_+_MRSA252_00413_+_+_CO_F","HO_5096_0412_+_+_HO_5096_0412_00368_+_+_HO_5096_0412_00369_+_+_CO_F","S0385_+_+_S0385_00496_+_+_S0385_00497_+_+_CO_F"
"Cluster_1598","","","3","3","1","","","","","","","","","","MRSA252_+_+_MRSA252_02545_+_+_MRSA252_02546_+_+_DP","HO_5096_0412_+_+_HO_5096_0412_02452_+_+_HO_5096_0412_02453_+_+_DP","S0385_+_+_S0385_02517_+_+_S0385_02518_+_+_DP"
"Cluster_1721","","","3","3","1","","","","","","","","","","MRSA252_+_+_MRSA252_00629_+_+_MRSA252_00630_+_+_DP","HO_5096_0412_+_+_HO_5096_0412_00579_+_+_HO_5096_0412_00580_+_+_DP","S0385_+_+_S0385_00717_+_+_S0385_00718_+_+_DP"
"Cluster_1664","","","3","3","1","","","","","","","","","","MRSA252_+_+_MRSA252_00796_+_+_MRSA252_00797_+_+_DT","HO_5096_0412_+_+_HO_5096_0412_00707_+_+_HO_5096_0412_00708_+_+_DT","S0385_+_+_S0385_00843_+_+_S0385_00844_+_+_DT"
"Cluster_2210","","","3","4","1.33333333333333","","","","","","","","","","MRSA252_+_+_MRSA252_01505_+_+_MRSA252_01506_+_+_CO_R","HO_5096_0412_+_+_HO_5096_0412_01430_+_+_HO_5096_0412_01431_+_+_CO_R","S0385_+_+_S0385_00384_+_+_S0385_00385_+_+_CO_F	S0385_+_+_S0385_01537_+_+_S0385_01538_+_+_CO_R"
"Cluster_756","","","3","3","1","","","","","","","","","Newman_+_+_Newman_00653_+_+_Newman_00654_+_+_CO_F","","HO_5096_0412_+_+_HO_5096_0412_00587_+_+_HO_5096_0412_00588_+_+_CO_F","S0385_+_+_S0385_00725_+_+_S0385_00726_+_+_CO_F"
"Cluster_1846","","","3","3","1","","","","","","","","","","MRSA252_+_+_MRSA252_00384_+_+_MRSA252_00385_+_+_DT","HO_5096_0412_+_+_HO_5096_0412_00339_+_+_HO_5096_0412_00340_+_+_DT","S0385_+_+_S0385_00452_+_+_S0385_00453_+_+_DT"
"Cluster_302","","","3","3","1","","","","","","","","","Newman_+_+_Newman_01314_+_+_Newman_01315_+_+_CO_F","","HO_5096_0412_+_+_HO_5096_0412_01199_+_+_HO_5096_0412_01200_+_+_CO_F","S0385_+_+_S0385_01338_+_+_S0385_01339_+_+_CO_F"
"Cluster_1643","","","3","3","1","","","","","","","","","","MRSA252_+_+_MRSA252_01861_+_+_MRSA252_01862_+_+_CO_F","HO_5096_0412_+_+_HO_5096_0412_01772_+_+_HO_5096_0412_01773_+_+_CO_F","S0385_+_+_S0385_01869_+_+_S0385_01870_+_+_CO_F"
"Cluster_2617","","","3","3","1","","","","","","","","","Newman_+_+_Newman_01811_+_+_Newman_01812_+_+_CO_F","MRSA252_+_+_MRSA252_01880_+_+_MRSA252_01881_+_+_CO_F","HO_5096_0412_+_+_HO_5096_0412_01795_+_+_HO_5096_0412_01796_+_+_CO_F",""
"Cluster_326","","","3","3","1","","","","","","","","","Newman_+_+_Newman_01851_+_+_Newman_01852_+_+_CO_R","MRSA252_+_+_MRSA252_01926_+_+_MRSA252_01927_+_+_CO_R","","S0385_+_+_S0385_01937_+_+_S0385_01938_+_+_CO_R"
"Cluster_643","","","3","3","1","","","","","","","","","Newman_+_+_Newman_02152_+_+_Newman_02153_+_+_CO_F","MRSA252_+_+_MRSA252_02159_+_+_MRSA252_02160_+_+_CO_F","","S0385_+_+_S0385_02130_+_+_S0385_02131_+_+_CO_F"
"Cluster_612","","","3","3","1","","","","","","","","","Newman_+_+_Newman_01140_+_+_Newman_01141_+_+_DP","","HO_5096_0412_+_+_HO_5096_0412_01021_+_+_HO_5096_0412_01022_+_+_DP","S0385_+_+_S0385_01162_+_+_S0385_01163_+_+_DP"
"Cluster_857","","","3","3","1","","","","","","","","","Newman_+_+_Newman_01808_+_+_Newman_01809_+_+_DP","MRSA252_+_+_MRSA252_01877_+_+_MRSA252_01878_+_+_DP","","S0385_+_+_S0385_01885_+_+_S0385_01886_+_+_DP"
"Cluster_376","","","3","3","1","","","","","","","","","Newman_+_+_Newman_01425_+_+_Newman_01426_+_+_CO_R","","HO_5096_0412_+_+_HO_5096_0412_01337_+_+_HO_5096_0412_01338_+_+_CO_R","S0385_+_+_S0385_01445_+_+_S0385_01446_+_+_CO_R"
"Cluster_2363","","","3","3","1","","","","","","","","","","MRSA252_+_+_MRSA252_02673_+_+_MRSA252_02674_+_+_DT","HO_5096_0412_+_+_HO_5096_0412_02597_+_+_HO_5096_0412_02598_+_+_DT","S0385_+_+_S0385_02653_+_+_S0385_02654_+_+_DT"
"Cluster_555","","","3","3","1","","","","","","","","","Newman_+_+_Newman_02789_+_+_Newman_02790_+_+_DT","MRSA252_+_+_MRSA252_02794_+_+_MRSA252_02795_+_+_DT","HO_5096_0412_+_+_HO_5096_0412_02725_+_+_HO_5096_0412_02726_+_+_DT",""
"Cluster_2481","","","3","4","1.33333333333333","","","","","","","","","","MRSA252_+_+_MRSA252_01504_+_+_MRSA252_01505_+_+_CO_R","HO_5096_0412_+_+_HO_5096_0412_01429_+_+_HO_5096_0412_01430_+_+_CO_R","S0385_+_+_S0385_00385_+_+_S0385_00386_+_+_CO_F	S0385_+_+_S0385_01536_+_+_S0385_01537_+_+_CO_R"
"Cluster_1750","","","3","3","1","","","","","","","","","","MRSA252_+_+_MRSA252_01126_+_+_MRSA252_01127_+_+_CO_F","HO_5096_0412_+_+_HO_5096_0412_01040_+_+_HO_5096_0412_01041_+_+_CO_F","S0385_+_+_S0385_01178_+_+_S0385_01179_+_+_CO_F"
"Cluster_1665","","","3","4","1.33333333333333","","","","","","","","","","MRSA252_+_+_MRSA252_01282_+_+_MRSA252_01283_+_+_CO_R","HO_5096_0412_+_+_HO_5096_0412_01297_+_+_HO_5096_0412_01298_+_+_CO_F","S0385_+_+_S0385_00075_+_+_S0385_00076_+_+_CO_R	S0385_+_+_S0385_02073_+_+_S0385_02074_+_+_CO_R"
"Cluster_734","","","3","3","1","","","","","","","","","","MRSA252_+_+_MRSA252_01028_+_+_MRSA252_01029_+_+_DT","HO_5096_0412_+_+_HO_5096_0412_00938_+_+_HO_5096_0412_00939_+_+_DT","S0385_+_+_S0385_01080_+_+_S0385_01081_+_+_DT"
"Cluster_2574","","","3","3","1","","","","","","","","","","MRSA252_+_+_MRSA252_00040_+_+_MRSA252_00041_+_+_DT","HO_5096_0412_+_+_HO_5096_0412_00034_+_+_HO_5096_0412_00035_+_+_DT","S0385_+_+_S0385_00044_+_+_S0385_00045_+_+_DT"
"Cluster_1022","","","3","3","1","","","","","","","","","Newman_+_+_Newman_02525_+_+_Newman_02526_+_+_CO_R","MRSA252_+_+_MRSA252_02538_+_+_MRSA252_02539_+_+_CO_R","HO_5096_0412_+_+_HO_5096_0412_02445_+_+_HO_5096_0412_02446_+_+_CO_R",""
"Cluster_2179","","","3","3","1","","","","","","","","","","MRSA252_+_+_MRSA252_00039_+_+_MRSA252_00040_+_+_CO_F","HO_5096_0412_+_+_HO_5096_0412_00033_+_+_HO_5096_0412_00034_+_+_CO_F","S0385_+_+_S0385_00043_+_+_S0385_00044_+_+_CO_F"
"Cluster_180","","","3","3","1","","","","","","","","","Newman_+_+_Newman_00903_+_+_Newman_00904_+_+_CO_F","MRSA252_+_+_MRSA252_00931_+_+_MRSA252_00932_+_+_CO_F","","S0385_+_+_S0385_00996_+_+_S0385_00997_+_+_CO_F"
"Cluster_2102","","","3","3","1","","","","","","","","","Newman_+_+_Newman_02466_+_+_Newman_02467_+_+_DT","MRSA252_+_+_MRSA252_02474_+_+_MRSA252_02475_+_+_DT","","S0385_+_+_S0385_02452_+_+_S0385_02453_+_+_DT"
"Cluster_1838","","","3","3","1","","","","","","","","","","MRSA252_+_+_MRSA252_00608_+_+_MRSA252_00609_+_+_CO_F","HO_5096_0412_+_+_HO_5096_0412_00557_+_+_HO_5096_0412_00558_+_+_CO_F","S0385_+_+_S0385_00690_+_+_S0385_00691_+_+_CO_F"
"Cluster_1367","","","3","3","1","","","","","","","","","","MRSA252_+_+_MRSA252_01232_+_+_MRSA252_01233_+_+_CO_F","HO_5096_0412_+_+_HO_5096_0412_01144_+_+_HO_5096_0412_01145_+_+_CO_F","S0385_+_+_S0385_01286_+_+_S0385_01287_+_+_CO_F"
"Cluster_551","","","3","3","1","","","","","","","","","Newman_+_+_Newman_02824_+_+_Newman_02826_+_+_CO_F","","HO_5096_0412_+_+_HO_5096_0412_02752_+_+_HO_5096_0412_02754_+_+_CO_F","S0385_+_+_S0385_02801_+_+_S0385_02803_+_+_CO_F"
"Cluster_320","","","3","3","1","","","","","","","","","Newman_+_+_Newman_02536_+_+_Newman_02537_+_+_CO_F","MRSA252_+_+_MRSA252_02549_+_+_MRSA252_02550_+_+_CO_F","HO_5096_0412_+_+_HO_5096_0412_02456_+_+_HO_5096_0412_02457_+_+_CO_F",""
"Cluster_407","","","3","3","1","","","","","","","","","","MRSA252_+_+_MRSA252_01129_+_+_MRSA252_01130_+_+_CO_R","HO_5096_0412_+_+_HO_5096_0412_01043_+_+_HO_5096_0412_01044_+_+_CO_R","S0385_+_+_S0385_01181_+_+_S0385_01182_+_+_CO_R"
"Cluster_2004","","","3","3","1","","","","","","","","","Newman_+_+_Newman_00759_+_+_Newman_00760_+_+_CO_F","","HO_5096_0412_+_+_HO_5096_0412_00695_+_+_HO_5096_0412_00696_+_+_CO_F","S0385_+_+_S0385_00831_+_+_S0385_00832_+_+_CO_F"
"Cluster_1443","","","3","3","1","","","","","","","","","Newman_+_+_Newman_00180_+_+_Newman_00181_+_+_CO_R","MRSA252_+_+_MRSA252_00229_+_+_MRSA252_00230_+_+_CO_R","HO_5096_0412_+_+_HO_5096_0412_00206_+_+_HO_5096_0412_00207_+_+_CO_R",""
"Cluster_339","","","3","3","1","","","","","","","","","","MRSA252_+_+_MRSA252_00392_+_+_MRSA252_00393_+_+_DP","HO_5096_0412_+_+_HO_5096_0412_00347_+_+_HO_5096_0412_00348_+_+_DP","S0385_+_+_S0385_00460_+_+_S0385_00461_+_+_DP"
"Cluster_2064","","","3","5","1.66666666666667","","","","","","","","","Newman_+_+_Newman_01994_+_+_Newman_01995_+_+_DP	Newman_+_+_Newman_00273_+_+_Newman_00274_+_+_DP	Newman_+_+_Newman_01061_+_+_Newman_01062_+_+_DP","MRSA252_+_+_MRSA252_01556_+_+_MRSA252_01557_+_+_DP","","S0385_+_+_S0385_00334_+_+_S0385_00335_+_+_DP"
"Cluster_1745","","","3","3","1","","","","","","","","","Newman_+_+_Newman_00985_+_+_Newman_00986_+_+_DP","","HO_5096_0412_+_+_HO_5096_0412_00932_+_+_HO_5096_0412_00933_+_+_DP","S0385_+_+_S0385_01074_+_+_S0385_01075_+_+_DP"
"Cluster_937","","","3","3","1","","","","","","","","","Newman_+_+_Newman_01194_+_+_Newman_01195_+_+_CO_F","","HO_5096_0412_+_+_HO_5096_0412_01077_+_+_HO_5096_0412_01078_+_+_CO_F","S0385_+_+_S0385_01216_+_+_S0385_01217_+_+_CO_F"
"Cluster_1939","","","3","3","1","","","","","","","","","","MRSA252_+_+_MRSA252_02296_+_+_MRSA252_02297_+_+_CO_R","HO_5096_0412_+_+_HO_5096_0412_02211_+_+_HO_5096_0412_02212_+_+_CO_R","S0385_+_+_S0385_02276_+_+_S0385_02277_+_+_CO_R"
"Cluster_542","","","3","3","1","","","","","","","","","Newman_+_+_Newman_00579_+_+_Newman_00580_+_+_CO_F","MRSA252_+_+_MRSA252_00570_+_+_MRSA252_00571_+_+_CO_F","HO_5096_0412_+_+_HO_5096_0412_00521_+_+_HO_5096_0412_00522_+_+_CO_F",""
"Cluster_2491","","","3","3","1","","","","","","","","","Newman_+_+_Newman_01173_+_+_Newman_01174_+_+_CO_F","","HO_5096_0412_+_+_HO_5096_0412_01056_+_+_HO_5096_0412_01057_+_+_CO_F","S0385_+_+_S0385_01195_+_+_S0385_01196_+_+_CO_F"
"Cluster_387","","","3","3","1","","","","","","","","","Newman_+_+_Newman_02233_+_+_Newman_02234_+_+_CO_R","MRSA252_+_+_MRSA252_02242_+_+_MRSA252_02243_+_+_CO_R","","S0385_+_+_S0385_02213_+_+_S0385_02214_+_+_CO_R"
"Cluster_1129","","","3","3","1","","","","","","","","","Newman_+_+_Newman_00135_+_+_Newman_00136_+_+_CO_R","MRSA252_+_+_MRSA252_00185_+_+_MRSA252_00186_+_+_CO_R","HO_5096_0412_+_+_HO_5096_0412_00160_+_+_HO_5096_0412_00161_+_+_CO_R",""
"Cluster_2496","","","3","7","2.33333333333333","","","","","","","","","","MRSA252_+_+_MRSA252_01543_+_+_MRSA252_01544_+_+_DP","HO_5096_0412_+_+_HO_5096_0412_02037_+_+_HO_5096_0412_02038_+_+_DP	HO_5096_0412_+_+_HO_5096_0412_01465_+_+_HO_5096_0412_01466_+_+_DP","S0385_+_+_S0385_00343_+_+_S0385_00344_+_+_DP	S0385_+_+_S0385_00345_+_+_S0385_00346_+_+_DP	S0385_+_+_S0385_01576_+_+_S0385_01577_+_+_DP	S0385_+_+_S0385_01578_+_+_S0385_01579_+_+_DP"
"Cluster_941","","","3","3","1","","","","","","","","","","MRSA252_+_+_MRSA252_02402_+_+_MRSA252_02403_+_+_DP","HO_5096_0412_+_+_HO_5096_0412_02315_+_+_HO_5096_0412_02316_+_+_DP","S0385_+_+_S0385_02381_+_+_S0385_02382_+_+_DP"
"Cluster_2039","","","3","3","1","","","","","","","","","Newman_+_+_Newman_00399_+_+_Newman_00400_+_+_CO_R","MRSA252_+_+_MRSA252_00390_+_+_MRSA252_00391_+_+_CO_R","","S0385_+_+_S0385_00458_+_+_S0385_00459_+_+_CO_R"
"Cluster_531","","","3","3","1","","","","","","","","","Newman_+_+_Newman_00429_+_+_Newman_00430_+_+_CO_F","MRSA252_+_+_MRSA252_00417_+_+_MRSA252_00418_+_+_CO_F","","S0385_+_+_S0385_00501_+_+_S0385_00502_+_+_CO_F"
"Cluster_2423","","","3","3","1","","","","","","","","","Newman_+_+_Newman_00835_+_+_Newman_00836_+_+_CO_F","MRSA252_+_+_MRSA252_00862_+_+_MRSA252_00863_+_+_CO_F","HO_5096_0412_+_+_HO_5096_0412_00775_+_+_HO_5096_0412_00776_+_+_CO_F",""
"Cluster_614","","","3","3","1","","","","","","","","","","MRSA252_+_+_MRSA252_00226_+_+_MRSA252_00227_+_+_DP","HO_5096_0412_+_+_HO_5096_0412_00203_+_+_HO_5096_0412_00204_+_+_DP","S0385_+_+_S0385_00249_+_+_S0385_00250_+_+_DP"
"Cluster_1819","","","3","3","1","","","","","","","","","","MRSA252_+_+_MRSA252_02283_+_+_MRSA252_02284_+_+_CO_R","HO_5096_0412_+_+_HO_5096_0412_02199_+_+_HO_5096_0412_02200_+_+_CO_R","S0385_+_+_S0385_02264_+_+_S0385_02265_+_+_CO_R"
"Cluster_1543","","","3","3","1","","","","","","","","","Newman_+_+_Newman_02554_+_+_Newman_02555_+_+_CO_F","MRSA252_+_+_MRSA252_02567_+_+_MRSA252_02568_+_+_CO_F","HO_5096_0412_+_+_HO_5096_0412_02476_+_+_HO_5096_0412_02477_+_+_CO_F",""
"Cluster_940","","","3","3","1","","","","","","","","","","MRSA252_+_+_MRSA252_00409_+_+_MRSA252_00410_+_+_CO_F","HO_5096_0412_+_+_HO_5096_0412_00366_+_+_HO_5096_0412_00367_+_+_CO_F","S0385_+_+_S0385_00493_+_+_S0385_00494_+_+_CO_F"
"Cluster_1349","","","3","3","1","","","","","","","","","Newman_+_+_Newman_01910_+_+_Newman_01911_+_+_CO_R","MRSA252_+_+_MRSA252_01984_+_+_MRSA252_01985_+_+_CO_R","HO_5096_0412_+_+_HO_5096_0412_01890_+_+_HO_5096_0412_01891_+_+_CO_R",""
"Cluster_924","","","3","3","1","","","","","","","","","","MRSA252_+_+_MRSA252_00519_+_+_MRSA252_00520_+_+_CO_F","HO_5096_0412_+_+_HO_5096_0412_00469_+_+_HO_5096_0412_00470_+_+_CO_F","S0385_+_+_S0385_01996_+_+_S0385_01997_+_+_CO_R"
"Cluster_2290","","","3","3","1","","","","","","","","","","MRSA252_+_+_MRSA252_00646_+_+_MRSA252_00647_+_+_DT","HO_5096_0412_+_+_HO_5096_0412_00593_+_+_HO_5096_0412_00594_+_+_DT","S0385_+_+_S0385_00731_+_+_S0385_00732_+_+_DT"
"Cluster_1592","","","3","3","1","","","","","","","","","","MRSA252_+_+_MRSA252_02646_+_+_MRSA252_02647_+_+_CO_F","HO_5096_0412_+_+_HO_5096_0412_02566_+_+_HO_5096_0412_02567_+_+_CO_F","S0385_+_+_S0385_02627_+_+_S0385_02628_+_+_CO_F"
"Cluster_751","","","3","3","1","","","","","","","","","","MRSA252_+_+_MRSA252_02779_+_+_MRSA252_02780_+_+_DP","HO_5096_0412_+_+_HO_5096_0412_02711_+_+_HO_5096_0412_02712_+_+_DP","S0385_+_+_S0385_02757_+_+_S0385_02758_+_+_DP"
"Cluster_248","","","3","3","1","","","","","","","","","","MRSA252_+_+_MRSA252_02778_+_+_MRSA252_02779_+_+_CO_R","HO_5096_0412_+_+_HO_5096_0412_02710_+_+_HO_5096_0412_02711_+_+_CO_R","S0385_+_+_S0385_02756_+_+_S0385_02757_+_+_CO_R"
"Cluster_1101","","","3","3","1","","","","","","","","","Newman_+_+_Newman_02599_+_+_Newman_02600_+_+_DT","MRSA252_+_+_MRSA252_02613_+_+_MRSA252_02614_+_+_DT","","S0385_+_+_S0385_02590_+_+_S0385_02591_+_+_DT"
"Cluster_702","","","3","3","1","","","","","","","","","","MRSA252_+_+_MRSA252_00828_+_+_MRSA252_00829_+_+_CO_F","HO_5096_0412_+_+_HO_5096_0412_00739_+_+_HO_5096_0412_00740_+_+_CO_F","S0385_+_+_S0385_00876_+_+_S0385_00877_+_+_CO_F"
"Cluster_1143","","","3","3","1","","","","","","","","","Newman_+_+_Newman_00202_+_+_Newman_00203_+_+_CO_F","MRSA252_+_+_MRSA252_00252_+_+_MRSA252_00253_+_+_CO_F","","S0385_+_+_S0385_00274_+_+_S0385_00275_+_+_CO_F"
"Cluster_1689","","","3","3","1","","","","","","","","","","MRSA252_+_+_MRSA252_02815_+_+_MRSA252_02816_+_+_DT","HO_5096_0412_+_+_HO_5096_0412_02742_+_+_HO_5096_0412_02743_+_+_DT","S0385_+_+_S0385_02791_+_+_S0385_02792_+_+_DT"
"Cluster_633","","","3","3","1","","","","","","","","","Newman_+_+_Newman_00082_+_+_Newman_00083_+_+_CO_F","MRSA252_+_+_MRSA252_00134_+_+_MRSA252_00135_+_+_CO_F","","S0385_+_+_S0385_00153_+_+_S0385_00154_+_+_CO_F"
"Cluster_1369","","","3","3","1","","","","","","","","","Newman_+_+_Newman_00920_+_+_Newman_00921_+_+_CO_F","MRSA252_+_+_MRSA252_00948_+_+_MRSA252_00949_+_+_CO_F","HO_5096_0412_+_+_HO_5096_0412_00863_+_+_HO_5096_0412_00864_+_+_CO_F",""
"Cluster_1686","","","3","3","1","","","","","","","","","","MRSA252_+_+_MRSA252_02309_+_+_MRSA252_02310_+_+_DT","HO_5096_0412_+_+_HO_5096_0412_02224_+_+_HO_5096_0412_02225_+_+_DT","S0385_+_+_S0385_02289_+_+_S0385_02290_+_+_DT"
"Cluster_1857","","","3","3","1","","","","","","","","","","MRSA252_+_+_MRSA252_00227_+_+_MRSA252_00228_+_+_CO_F","HO_5096_0412_+_+_HO_5096_0412_00204_+_+_HO_5096_0412_00205_+_+_CO_F","S0385_+_+_S0385_00250_+_+_S0385_00251_+_+_CO_F"
"Cluster_1556","","","3","3","1","","","","","","","","","Newman_+_+_Newman_01359_+_+_Newman_01360_+_+_CO_F","MRSA252_+_+_MRSA252_01353_+_+_MRSA252_01354_+_+_CO_F","","S0385_+_+_S0385_01376_+_+_S0385_01377_+_+_CO_F"
"Cluster_1121","","","3","3","1","","","","","","","","","","MRSA252_+_+_MRSA252_02762_+_+_MRSA252_02763_+_+_DP","HO_5096_0412_+_+_HO_5096_0412_02691_+_+_HO_5096_0412_02692_+_+_DP","S0385_+_+_S0385_02740_+_+_S0385_02741_+_+_DP"
