Gene,Id_1,Id_2,SNPs,Sites,Length,Nuc_identity,Length_identity
Cluster_1548_aligned,HO_5096_0412_+_+_HO_5096_0412_00405_+_+_HO_5096_0412_00406_+_+_DP,S0385_+_+_S0385_00536_+_+_S0385_00537_+_+_DP,3,180,180,0.994444444444444,1
Cluster_1367_aligned,HO_5096_0412_+_+_HO_5096_0412_01144_+_+_HO_5096_0412_01145_+_+_CO_F,S0385_+_+_S0385_01286_+_+_S0385_01287_+_+_CO_F,1,211,211,0.995260663507109,1
Cluster_1066_aligned,HO_5096_0412_+_+_HO_5096_0412_00173_+_+_HO_5096_0412_00174_+_+_DT,Newman_+_+_Newman_00148_+_+_Newman_00149_+_+_DT,11,264,264,0.958333333333333,1
Cluster_174_aligned,Newman_+_+_Newman_01816_+_+_Newman_01817_+_+_CO_R,HO_5096_0412_+_+_HO_5096_0412_01802_+_+_HO_5096_0412_01803_+_+_CO_R,24,574,608,0.958188153310105,0.944078947368421
Cluster_1126_aligned,MRSA252_+_+_MRSA252_02520_+_+_MRSA252_02521_+_+_DT,S0385_+_+_S0385_02494_+_+_S0385_02495_+_+_DT,2,252,253,0.992063492063492,0.99604743083004
Cluster_2435_aligned,HO_5096_0412_+_+_HO_5096_0412_02309_+_+_HO_5096_0412_02310_+_+_DP,S0385_+_+_S0385_02375_+_+_S0385_02376_+_+_DP,0,62,62,1,1
Cluster_1365_aligned,HO_5096_0412_+_+_HO_5096_0412_00298_+_+_HO_5096_0412_00299_+_+_DP,S0385_+_+_S0385_00415_+_+_S0385_00416_+_+_DP,1,211,211,0.987361769352291,1
Cluster_281_aligned,HO_5096_0412_+_+_HO_5096_0412_00362_+_+_HO_5096_0412_00363_+_+_CO_R,MRSA252_+_+_MRSA252_00405_+_+_MRSA252_00406_+_+_CO_R,19,520,528,0.963461538461538,0.984848484848485
Cluster_1449_aligned,HO_5096_0412_+_+_HO_5096_0412_01323_+_+_HO_5096_0412_01324_+_+_CO_R,S0385_+_+_S0385_01431_+_+_S0385_01432_+_+_CO_R,1,196,196,0.994897959183673,1
Cluster_968_aligned,S0385_+_+_S0385_02260_+_+_S0385_02261_+_+_CO_R,MRSA252_+_+_MRSA252_02278_+_+_MRSA252_02279_+_+_CO_R,16,261,284,0.938697318007663,0.919014084507042
Cluster_2610_aligned,HO_5096_0412_+_+_HO_5096_0412_01655_+_+_HO_5096_0412_01656_+_+_CO_R,S0385_+_+_S0385_01758_+_+_S0385_01759_+_+_CO_R,0,41,41,1,1
Cluster_1453_aligned,HO_5096_0412_+_+_HO_5096_0412_00098_+_+_HO_5096_0412_00099_+_+_CO_F,S0385_+_+_S0385_00143_+_+_S0385_00144_+_+_CO_F,4,195,195,0.977777777777778,1
Cluster_1749_aligned,HO_5096_0412_+_+_HO_5096_0412_00960_+_+_HO_5096_0412_00961_+_+_DP,S0385_+_+_S0385_01102_+_+_S0385_01103_+_+_DP,1,151,151,0.997792494481236,1
Cluster_2408_aligned,HO_5096_0412_+_+_HO_5096_0412_02670_+_+_HO_5096_0412_02671_+_+_CO_R,Newman_+_+_Newman_02738_+_+_Newman_02739_+_+_CO_R,3,60,67,0.95,0.895522388059702
Cluster_2381_aligned,HO_5096_0412_+_+_HO_5096_0412_02187_+_+_HO_5096_0412_02188_+_+_CO_R,S0385_+_+_S0385_02238_+_+_S0385_02239_+_+_CO_R,4,67,67,0.960199004975124,1
Cluster_2185_aligned,S0385_+_+_S0385_00411_+_+_S0385_00412_+_+_DT,Newman_+_+_Newman_00349_+_+_Newman_00350_+_+_DT,2,92,96,0.985585164407044,0.965277777777778
Cluster_795_aligned,HO_5096_0412_+_+_HO_5096_0412_00997_+_+_HO_5096_0412_00998_+_+_CO_F,S0385_+_+_S0385_01139_+_+_S0385_01140_+_+_CO_F,8,326,326,0.980572597137014,1
Cluster_842_aligned,HO_5096_0412_+_+_HO_5096_0412_02175_+_+_HO_5096_0412_02176_+_+_DP,S0385_+_+_S0385_02226_+_+_S0385_02227_+_+_DP,6,313,314,0.992548652516907,0.998938428874735
Cluster_620_aligned,MRSA252_+_+_MRSA252_02045_+_+_MRSA252_02046_+_+_DP,S0385_+_+_S0385_02057_+_+_S0385_02058_+_+_DP,3,371,372,0.98921832884097,0.997311827956989
Cluster_914_aligned,HO_5096_0412_+_+_HO_5096_0412_00870_+_+_HO_5096_0412_00871_+_+_DP,S0385_+_+_S0385_01016_+_+_S0385_01017_+_+_DP,1,294,294,0.994331065759637,1
Cluster_1648_aligned,HO_5096_0412_+_+_HO_5096_0412_02125_+_+_HO_5096_0412_02126_+_+_DP,S0385_+_+_S0385_02174_+_+_S0385_02175_+_+_DP,0,165,165,1,1
Cluster_839_aligned,HO_5096_0412_+_+_HO_5096_0412_01694_+_+_HO_5096_0412_01695_+_+_DT,S0385_+_+_S0385_01797_+_+_S0385_01798_+_+_DT,5,315,315,0.982945497508604,0.993650793650794
Cluster_302_aligned,HO_5096_0412_+_+_HO_5096_0412_01199_+_+_HO_5096_0412_01200_+_+_CO_F,S0385_+_+_S0385_01338_+_+_S0385_01339_+_+_CO_F,14,510,511,0.986274509803922,0.999021526418787
Cluster_2362_aligned,HO_5096_0412_+_+_HO_5096_0412_02243_+_+_HO_5096_0412_02244_+_+_CO_R,S0385_+_+_S0385_02308_+_+_S0385_02309_+_+_CO_R,4,69,69,0.93719806763285,1
Cluster_2703_aligned,HO_5096_0412_+_+_HO_5096_0412_02381_+_+_HO_5096_0412_02382_+_+_CO_R,S0385_+_+_S0385_02449_+_+_S0385_02450_+_+_CO_R,0,30,30,1,1
Cluster_1946_aligned,HO_5096_0412_+_+_HO_5096_0412_02402_+_+_HO_5096_0412_02403_+_+_DT,MRSA252_+_+_MRSA252_02493_+_+_MRSA252_02494_+_+_DT,5,126,126,0.96031746031746,1
Cluster_1352_aligned,HO_5096_0412_+_+_HO_5096_0412_00500_+_+_HO_5096_0412_00501_+_+_CO_F,S0385_+_+_S0385_00631_+_+_S0385_00632_+_+_CO_F,2,214,214,0.989096573208723,1
Cluster_1588_aligned,HO_5096_0412_+_+_HO_5096_0412_01237_+_+_HO_5096_0412_01238_+_+_CO_F,Newman_+_+_Newman_01347_+_+_Newman_01348_+_+_CO_F,1,174,174,0.991379310344828,1
Cluster_1411_aligned,HO_5096_0412_+_+_HO_5096_0412_01691_+_+_HO_5096_0412_01692_+_+_DP,S0385_+_+_S0385_01794_+_+_S0385_01795_+_+_DP,0,204,204,1,1
Cluster_1870_aligned,HO_5096_0412_+_+_HO_5096_0412_00572_+_+_HO_5096_0412_00573_+_+_CO_F,S0385_+_+_S0385_00710_+_+_S0385_00711_+_+_CO_F,1,135,135,0.992592592592593,1
Cluster_1913_aligned,HO_5096_0412_+_+_HO_5096_0412_00813_+_+_HO_5096_0412_00814_+_+_CO_F,S0385_+_+_S0385_00947_+_+_S0385_00948_+_+_CO_F,4,130,130,0.984615384615385,1
Cluster_2371_aligned,HO_5096_0412_+_+_HO_5096_0412_01573_+_+_HO_5096_0412_01574_+_+_CO_R,S0385_+_+_S0385_01676_+_+_S0385_01677_+_+_CO_R,3,68,68,0.985294117647059,1
Cluster_1180_aligned,HO_5096_0412_+_+_HO_5096_0412_01704_+_+_HO_5096_0412_01705_+_+_CO_F,S0385_+_+_S0385_01807_+_+_S0385_01808_+_+_CO_F,2,243,243,0.995884773662551,1
Cluster_1600_aligned,HO_5096_0412_+_+_HO_5096_0412_00151_+_+_HO_5096_0412_00152_+_+_CO_F,S0385_+_+_S0385_00195_+_+_S0385_00196_+_+_CO_F,0,172,172,1,1
Cluster_2592_aligned,HO_5096_0412_+_+_HO_5096_0412_02214_+_+_HO_5096_0412_02215_+_+_CO_R,S0385_+_+_S0385_02279_+_+_S0385_02280_+_+_CO_R,0,43,43,1,1
Cluster_1986_aligned,HO_5096_0412_+_+_HO_5096_0412_01545_+_+_HO_5096_0412_01546_+_+_CO_R,S0385_+_+_S0385_01648_+_+_S0385_01649_+_+_CO_R,0,120,120,1,0.997222222222222
Cluster_2327_aligned,HO_5096_0412_+_+_HO_5096_0412_02356_+_+_HO_5096_0412_02357_+_+_CO_R,S0385_+_+_S0385_02424_+_+_S0385_02425_+_+_CO_R,0,74,74,0.995495495495495,1
Cluster_731_aligned,S0385_+_+_S0385_02621_+_+_S0385_02623_+_+_CO_F,Newman_+_+_Newman_02635_+_+_Newman_02637_+_+_CO_F,12,343,344,0.960075693452915,0.99515503875969
Cluster_991_aligned,HO_5096_0412_+_+_HO_5096_0412_00887_+_+_HO_5096_0412_00888_+_+_CO_F,S0385_+_+_S0385_01031_+_+_S0385_01032_+_+_CO_F,5,277,277,0.989169675090253,1
Cluster_2614_aligned,HO_5096_0412_+_+_HO_5096_0412_01213_+_+_HO_5096_0412_01214_+_+_CO_F,Newman_+_+_Newman_01323_+_+_Newman_01324_+_+_CO_F,0,40,40,1,1
Cluster_1179_aligned,HO_5096_0412_+_+_HO_5096_0412_01193_+_+_HO_5096_0412_01194_+_+_CO_F,S0385_+_+_S0385_01333_+_+_S0385_01334_+_+_CO_F,12,243,243,0.956053237198018,0.998628257887517
Cluster_856_aligned,HO_5096_0412_+_+_HO_5096_0412_01614_+_+_HO_5096_0412_01615_+_+_DP,S0385_+_+_S0385_01717_+_+_S0385_01718_+_+_DP,5,310,311,0.984942667211356,0.996784565916399
Cluster_1580_aligned,HO_5096_0412_+_+_HO_5096_0412_02316_+_+_HO_5096_0412_02317_+_+_DT,S0385_+_+_S0385_02382_+_+_S0385_02383_+_+_DT,9,175,176,0.948571428571429,0.994318181818182
Cluster_2593_aligned,HO_5096_0412_+_+_HO_5096_0412_02538_+_+_HO_5096_0412_02539_+_+_CO_R,Newman_+_+_Newman_02612_+_+_Newman_02613_+_+_CO_R,2,43,43,0.953488372093023,1
Cluster_783_aligned,S0385_+_+_S0385_00752_+_+_S0385_00753_+_+_CO_F,Newman_+_+_Newman_00680_+_+_Newman_00681_+_+_CO_F,30,328,329,0.913533974789289,0.995947315096251
Cluster_498_aligned,MRSA252_+_+_MRSA252_02761_+_+_MRSA252_02762_+_+_CO_R,S0385_+_+_S0385_02739_+_+_S0385_02740_+_+_CO_R,2,413,413,0.991510731328898,0.998789346246973
Cluster_1857_aligned,S0385_+_+_S0385_00250_+_+_S0385_00251_+_+_CO_F,MRSA252_+_+_MRSA252_00227_+_+_MRSA252_00228_+_+_CO_F,1,135,137,0.996296296296296,0.985401459854015
Cluster_564_aligned,HO_5096_0412_+_+_HO_5096_0412_02298_+_+_HO_5096_0412_02299_+_+_DP,S0385_+_+_S0385_02364_+_+_S0385_02365_+_+_DP,10,388,388,0.982817869415808,1
Cluster_627_aligned,HO_5096_0412_+_+_HO_5096_0412_02425_+_+_HO_5096_0412_02426_+_+_DP,Newman_+_+_Newman_02504_+_+_Newman_02505_+_+_DP,16,369,369,0.956639566395664,1
Cluster_1385_aligned,HO_5096_0412_+_+_HO_5096_0412_00180_+_+_HO_5096_0412_00181_+_+_DP,S0385_+_+_S0385_00226_+_+_S0385_00227_+_+_DP,5,208,208,0.977564102564103,1
Cluster_1816_aligned,HO_5096_0412_+_+_HO_5096_0412_01319_+_+_HO_5096_0412_01320_+_+_CO_F,S0385_+_+_S0385_01426_+_+_S0385_01427_+_+_CO_F,3,142,142,0.988262910798122,1
Cluster_1314_aligned,Newman_+_+_Newman_00745_+_+_Newman_00746_+_+_CO_F,S0385_+_+_S0385_00817_+_+_S0385_00818_+_+_CO_F,5,220,221,0.977272727272727,0.995475113122172
Cluster_1876_aligned,MRSA252_+_+_MRSA252_01493_+_+_MRSA252_01494_+_+_CO_R,S0385_+_+_S0385_00397_+_+_S0385_00398_+_+_CO_F_+_+_R,3,135,135,0.977777777777778,1
Cluster_2497_aligned,HO_5096_0412_+_+_HO_5096_0412_02048_+_+_HO_5096_0412_02049_+_+_CO_F,Newman_+_+_Newman_02123_+_+_Newman_02124_+_+_CO_F,0,56,56,1,1
Cluster_2333_aligned,HO_5096_0412_+_+_HO_5096_0412_00983_+_+_HO_5096_0412_00984_+_+_CO_F,S0385_+_+_S0385_01125_+_+_S0385_01126_+_+_CO_F,0,73,73,1,1
Cluster_770_aligned,S0385_+_+_S0385_00643_+_+_S0385_00644_+_+_CO_F,Newman_+_+_Newman_00570_+_+_Newman_00571_+_+_CO_F,4,334,335,0.972055888223553,0.997014925373134
Cluster_363_aligned,HO_5096_0412_+_+_HO_5096_0412_01521_+_+_HO_5096_0412_01522_+_+_CO_R,S0385_+_+_S0385_01624_+_+_S0385_01625_+_+_CO_R,12,472,473,0.979545155934592,0.999295278365046
Cluster_680_aligned,S0385_+_+_S0385_00236_+_+_S0385_00237_+_+_DT,Newman_+_+_Newman_00165_+_+_Newman_00166_+_+_DT,7,358,359,0.982309124767225,0.997214484679666
Cluster_596_aligned,MRSA252_+_+_MRSA252_01340_+_+_MRSA252_01341_+_+_DT,Newman_+_+_Newman_01348_+_+_Newman_01349_+_+_DT,3,379,379,0.992084432717678,1
Cluster_2537_aligned,HO_5096_0412_+_+_HO_5096_0412_01994_+_+_HO_5096_0412_01995_+_+_CO_R,Newman_+_+_Newman_02074_+_+_Newman_02075_+_+_CO_R,0,50,50,1,1
Cluster_1388_aligned,HO_5096_0412_+_+_HO_5096_0412_01010_+_+_HO_5096_0412_01011_+_+_DP,S0385_+_+_S0385_01151_+_+_S0385_01152_+_+_DP,2,208,208,0.995192307692308,1
Cluster_479_aligned,HO_5096_0412_+_+_HO_5096_0412_01349_+_+_HO_5096_0412_01350_+_+_CO_R,S0385_+_+_S0385_01457_+_+_S0385_01458_+_+_CO_R,24,423,423,0.947990543735225,1
Cluster_321_aligned,HO_5096_0412_+_+_HO_5096_0412_00563_+_+_HO_5096_0412_00564_+_+_CO_F,S0385_+_+_S0385_00702_+_+_S0385_00703_+_+_CO_F,5,497,498,0.991291793599616,0.999330655957162
Cluster_915_aligned,HO_5096_0412_+_+_HO_5096_0412_02249_+_+_HO_5096_0412_02250_+_+_DP,S0385_+_+_S0385_02314_+_+_S0385_02315_+_+_DP,4,294,294,0.976128562915496,0.998866213151927
Cluster_2160_aligned,HO_5096_0412_+_+_HO_5096_0412_02631_+_+_HO_5096_0412_02632_+_+_CO_R,S0385_+_+_S0385_02685_+_+_S0385_02686_+_+_CO_R,1,99,99,0.979520288798639,0.993265993265993
Cluster_702_aligned,HO_5096_0412_+_+_HO_5096_0412_00739_+_+_HO_5096_0412_00740_+_+_CO_F,S0385_+_+_S0385_00876_+_+_S0385_00877_+_+_CO_F,10,338,350,0.965861862496478,0.962857142857143
Cluster_1337_aligned,HO_5096_0412_+_+_HO_5096_0412_00393_+_+_HO_5096_0412_00394_+_+_CO_F,Newman_+_+_Newman_00454_+_+_Newman_00455_+_+_CO_F,3,216,216,0.986111111111111,1
Cluster_1550_aligned,HO_5096_0412_+_+_HO_5096_0412_00902_+_+_HO_5096_0412_00903_+_+_DT,S0385_+_+_S0385_01046_+_+_S0385_01047_+_+_DT,4,180,180,0.972097378277153,0.996296296296296
Cluster_960_aligned,HO_5096_0412_+_+_HO_5096_0412_00430_+_+_HO_5096_0412_00431_+_+_CO_F,S0385_+_+_S0385_00561_+_+_S0385_00562_+_+_CO_F,0,284,284,1,1
Cluster_2570_aligned,S0385_+_+_S0385_00354_+_+_S0385_00355_+_+_CO_F,S0385_+_+_S0385_01567_+_+_S0385_01568_+_+_CO_R_+_+_R,0,46,46,1,1
Cluster_2591_aligned,HO_5096_0412_+_+_HO_5096_0412_02146_+_+_HO_5096_0412_02147_+_+_CO_R,S0385_+_+_S0385_02197_+_+_S0385_02198_+_+_CO_R,1,42,43,0.992063492063492,0.976744186046512
Cluster_1251_aligned,HO_5096_0412_+_+_HO_5096_0412_02007_+_+_HO_5096_0412_02008_+_+_CO_R,Newman_+_+_Newman_02087_+_+_Newman_02088_+_+_CO_R,1,231,231,0.995670995670996,1
Cluster_2530_aligned,HO_5096_0412_+_+_HO_5096_0412_00842_+_+_HO_5096_0412_00843_+_+_CO_R,S0385_+_+_S0385_00994_+_+_S0385_00995_+_+_CO_R,0,51,51,1,1
Cluster_1819_aligned,HO_5096_0412_+_+_HO_5096_0412_02199_+_+_HO_5096_0412_02200_+_+_CO_R,S0385_+_+_S0385_02264_+_+_S0385_02265_+_+_CO_R,2,140,142,0.985714285714286,0.985915492957746
Cluster_1549_aligned,HO_5096_0412_+_+_HO_5096_0412_00494_+_+_HO_5096_0412_00495_+_+_CO_F,S0385_+_+_S0385_00625_+_+_S0385_00626_+_+_CO_F,0,180,180,1,1
Cluster_1503_aligned,HO_5096_0412_+_+_HO_5096_0412_00762_+_+_HO_5096_0412_00763_+_+_CO_R,S0385_+_+_S0385_00897_+_+_S0385_00898_+_+_CO_R,8,187,187,0.950089126559715,1
Cluster_1839_aligned,HO_5096_0412_+_+_HO_5096_0412_01175_+_+_HO_5096_0412_01176_+_+_CO_F,S0385_+_+_S0385_01314_+_+_S0385_01315_+_+_CO_F,1,139,139,0.995203836930456,1
Cluster_886_aligned,S0385_+_+_S0385_01410_+_+_S0385_01411_+_+_CO_R,Newman_+_+_Newman_01391_+_+_Newman_01392_+_+_CO_R,3,303,304,0.983498349834984,0.996710526315789
Cluster_1787_aligned,HO_5096_0412_+_+_HO_5096_0412_00517_+_+_HO_5096_0412_00518_+_+_CO_F,S0385_+_+_S0385_00648_+_+_S0385_00649_+_+_CO_F,0,146,146,0.995433789954338,1
Cluster_2162_aligned,MRSA252_+_+_MRSA252_02129_+_+_MRSA252_02130_+_+_CO_F,Newman_+_+_Newman_02121_+_+_Newman_02122_+_+_CO_F,0,99,99,1,1
Cluster_2251_aligned,HO_5096_0412_+_+_HO_5096_0412_02415_+_+_HO_5096_0412_02416_+_+_DT,S0385_+_+_S0385_02482_+_+_S0385_02483_+_+_DT,2,85,85,0.984313725490196,1
Cluster_2513_aligned,HO_5096_0412_+_+_HO_5096_0412_00137_+_+_HO_5096_0412_00138_+_+_CO_F,S0385_+_+_S0385_00182_+_+_S0385_00183_+_+_CO_F,1,53,53,0.993710691823899,1
Cluster_2422_aligned,HO_5096_0412_+_+_HO_5096_0412_00409_+_+_HO_5096_0412_00410_+_+_CO_F,S0385_+_+_S0385_00540_+_+_S0385_00541_+_+_CO_F,0,63,63,0.973544973544974,1
Cluster_1886_aligned,Newman_+_+_Newman_01104_+_+_Newman_01105_+_+_CO_F,Newman_+_+_Newman_01952_+_+_Newman_01953_+_+_CO_R_+_+_R,0,134,134,1,1
Cluster_591_aligned,HO_5096_0412_+_+_HO_5096_0412_01017_+_+_HO_5096_0412_01019_+_+_CO_F,S0385_+_+_S0385_01158_+_+_S0385_01160_+_+_CO_F,0,380,380,0.999122807017544,1
Cluster_489_aligned,MRSA252_+_+_MRSA252_02380_+_+_MRSA252_02381_+_+_DT,Newman_+_+_Newman_02374_+_+_Newman_02375_+_+_DT,18,418,418,0.956937799043062,1
Cluster_1046_aligned,HO_5096_0412_+_+_HO_5096_0412_02587_+_+_HO_5096_0412_02588_+_+_CO_R,S0385_+_+_S0385_02643_+_+_S0385_02644_+_+_CO_R,4,242,267,0.983471074380165,0.906367041198502
Cluster_130_aligned,MRSA252_+_+_MRSA252_00350_+_+_MRSA252_00352_+_+_DP,S0385_+_+_S0385_00440_+_+_S0385_00442_+_+_DP,1,663,663,0.989426718357928,0.998994469582705
Cluster_2020_aligned,HO_5096_0412_+_+_HO_5096_0412_01742_+_+_HO_5096_0412_01743_+_+_DT,S0385_+_+_S0385_01845_+_+_S0385_01846_+_+_DT,9,116,116,0.936781609195402,1
Cluster_335_aligned,Newman_+_+_Newman_01778_+_+_Newman_01780_+_+_CO_R,S0385_+_+_S0385_01859_+_+_S0385_01861_+_+_CO_R,4,480,492,0.992361111111111,0.975609756097561
Cluster_1718_aligned,HO_5096_0412_+_+_HO_5096_0412_02579_+_+_HO_5096_0412_02580_+_+_CO_F,S0385_+_+_S0385_02638_+_+_S0385_02639_+_+_CO_F,2,155,155,0.993548387096774,1
Cluster_2685_aligned,HO_5096_0412_+_+_HO_5096_0412_00030_+_+_HO_5096_0412_00031_+_+_DT,MRSA252_+_+_MRSA252_00030_+_+_MRSA252_00031_+_+_DT,0,31,31,1,1
Cluster_1535_aligned,S0385_+_+_S0385_00866_+_+_S0385_00867_+_+_CO_F,MRSA252_+_+_MRSA252_00818_+_+_MRSA252_00819_+_+_CO_F,12,181,182,0.950276243093923,0.994505494505495
Cluster_588_aligned,MRSA252_+_+_MRSA252_02810_+_+_MRSA252_02811_+_+_DP,Newman_+_+_Newman_02805_+_+_Newman_02806_+_+_DP,26,378,382,0.931216931216931,0.989528795811518
Cluster_2444_aligned,HO_5096_0412_+_+_HO_5096_0412_01014_+_+_HO_5096_0412_01015_+_+_CO_F,S0385_+_+_S0385_01155_+_+_S0385_01156_+_+_CO_F,3,61,61,0.950819672131148,1
Cluster_1375_aligned,HO_5096_0412_+_+_HO_5096_0412_02696_+_+_HO_5096_0412_02697_+_+_DP,S0385_+_+_S0385_02745_+_+_S0385_02746_+_+_DP,0,210,210,1,1
Cluster_421_aligned,HO_5096_0412_+_+_HO_5096_0412_00368_+_+_HO_5096_0412_00369_+_+_CO_F,S0385_+_+_S0385_00496_+_+_S0385_00497_+_+_CO_F,22,446,447,0.948430493273543,0.997762863534676
Cluster_2041_aligned,MRSA252_+_+_MRSA252_01481_+_+_MRSA252_01482_+_+_DT,S0385_+_+_S0385_01507_+_+_S0385_01508_+_+_DT,1,114,114,0.986842105263158,1
Cluster_2510_aligned,HO_5096_0412_+_+_HO_5096_0412_01238_+_+_HO_5096_0412_01239_+_+_CO_F,S0385_+_+_S0385_01363_+_+_S0385_01364_+_+_CO_F,0,54,54,1,1
Cluster_1036_aligned,Newman_+_+_Newman_00624_+_+_Newman_00625_+_+_CO_F,S0385_+_+_S0385_00697_+_+_S0385_00698_+_+_CO_F,7,269,269,0.973977695167286,1
Cluster_601_aligned,HO_5096_0412_+_+_HO_5096_0412_02250_+_+_HO_5096_0412_02251_+_+_DT,Newman_+_+_Newman_02325_+_+_Newman_02326_+_+_DT,30,363,378,0.917355371900826,0.96031746031746
Cluster_2372_aligned,HO_5096_0412_+_+_HO_5096_0412_01843_+_+_HO_5096_0412_01844_+_+_CO_R,S0385_+_+_S0385_01953_+_+_S0385_01954_+_+_CO_R,0,68,68,1,1
Cluster_1437_aligned,HO_5096_0412_+_+_HO_5096_0412_00907_+_+_HO_5096_0412_00908_+_+_DP,S0385_+_+_S0385_01051_+_+_S0385_01052_+_+_DP,2,198,198,0.991582491582492,1
Cluster_725_aligned,HO_5096_0412_+_+_HO_5096_0412_02497_+_+_HO_5096_0412_02498_+_+_CO_R,S0385_+_+_S0385_02561_+_+_S0385_02562_+_+_CO_R,18,345,345,0.950724637681159,1
Cluster_1592_aligned,MRSA252_+_+_MRSA252_02646_+_+_MRSA252_02647_+_+_CO_F,S0385_+_+_S0385_02627_+_+_S0385_02628_+_+_CO_F,3,174,174,0.948026709188758,0.997126436781609
Cluster_700_aligned,HO_5096_0412_+_+_HO_5096_0412_00081_+_+_HO_5096_0412_00082_+_+_DP,S0385_+_+_S0385_00126_+_+_S0385_00127_+_+_DP,1,350,350,0.994285714285714,1
Cluster_825_aligned,HO_5096_0412_+_+_HO_5096_0412_02194_+_+_HO_5096_0412_02195_+_+_DT,S0385_+_+_S0385_02259_+_+_S0385_02260_+_+_DT,4,318,318,0.989517819706499,1
Cluster_2426_aligned,HO_5096_0412_+_+_HO_5096_0412_01525_+_+_HO_5096_0412_01526_+_+_DT,S0385_+_+_S0385_01628_+_+_S0385_01629_+_+_DT,1,63,63,0.973544973544974,1
Cluster_2141_aligned,HO_5096_0412_+_+_HO_5096_0412_02223_+_+_HO_5096_0412_02224_+_+_DP,S0385_+_+_S0385_02288_+_+_S0385_02289_+_+_DP,0,101,101,1,1
Cluster_1611_aligned,HO_5096_0412_+_+_HO_5096_0412_00508_+_+_HO_5096_0412_00509_+_+_DP,S0385_+_+_S0385_00639_+_+_S0385_00640_+_+_DP,4,170,170,0.988235294117647,1
Cluster_2240_aligned,HO_5096_0412_+_+_HO_5096_0412_01697_+_+_HO_5096_0412_01698_+_+_CO_R,S0385_+_+_S0385_01800_+_+_S0385_01801_+_+_CO_R,1,87,87,0.992337164750958,0.996168582375479
Cluster_1417_aligned,HO_5096_0412_+_+_HO_5096_0412_00846_+_+_HO_5096_0412_00847_+_+_CO_F,S0385_+_+_S0385_00997_+_+_S0385_00998_+_+_CO_F,0,202,203,0.998349834983498,0.995073891625616
Cluster_1075_aligned,Newman_+_+_Newman_00427_+_+_Newman_00428_+_+_CO_F,S0385_+_+_S0385_00499_+_+_S0385_00500_+_+_CO_F,18,260,264,0.927070439139405,0.986742424242424
Cluster_1496_aligned,MRSA252_+_+_MRSA252_02282_+_+_MRSA252_02283_+_+_CO_R,S0385_+_+_S0385_02263_+_+_S0385_02264_+_+_CO_R,0,188,189,1,0.994708994708995
Cluster_1590_aligned,HO_5096_0412_+_+_HO_5096_0412_01693_+_+_HO_5096_0412_01694_+_+_DP,S0385_+_+_S0385_01796_+_+_S0385_01797_+_+_DP,5,174,174,0.975095785440613,1
Cluster_1785_aligned,HO_5096_0412_+_+_HO_5096_0412_02209_+_+_HO_5096_0412_02210_+_+_CO_R,S0385_+_+_S0385_02274_+_+_S0385_02275_+_+_CO_R,5,147,147,0.972789115646258,1
Cluster_1674_aligned,HO_5096_0412_+_+_HO_5096_0412_02300_+_+_HO_5096_0412_02301_+_+_DP,S0385_+_+_S0385_02366_+_+_S0385_02367_+_+_DP,2,161,162,0.983500754032155,0.995884773662551
Cluster_1219_aligned,S0385_+_+_S0385_01107_+_+_S0385_01108_+_+_DT,Newman_+_+_Newman_01018_+_+_Newman_01019_+_+_DT,8,236,237,0.977401129943503,0.9957805907173
Cluster_328_aligned,MRSA252_+_+_MRSA252_02073_+_+_MRSA252_02075_+_+_CO_R,Newman_+_+_Newman_02065_+_+_Newman_02067_+_+_CO_R,0,496,496,1,1
Cluster_1067_aligned,HO_5096_0412_+_+_HO_5096_0412_00307_+_+_HO_5096_0412_00308_+_+_CO_F,S0385_+_+_S0385_00424_+_+_S0385_00425_+_+_CO_F,6,264,264,0.981060606060606,1
Cluster_1847_aligned,HO_5096_0412_+_+_HO_5096_0412_00735_+_+_HO_5096_0412_00736_+_+_CO_F,S0385_+_+_S0385_00872_+_+_S0385_00873_+_+_CO_F,0,138,138,1,1
Cluster_1703_aligned,HO_5096_0412_+_+_HO_5096_0412_01186_+_+_HO_5096_0412_01187_+_+_CO_F,S0385_+_+_S0385_01326_+_+_S0385_01327_+_+_CO_F,1,157,157,0.995753715498938,1
Cluster_1933_aligned,MRSA252_+_+_MRSA252_02718_+_+_MRSA252_02719_+_+_DT,S0385_+_+_S0385_02697_+_+_S0385_02698_+_+_DT,4,128,128,0.9765625,1
Cluster_1543_aligned,MRSA252_+_+_MRSA252_02567_+_+_MRSA252_02568_+_+_CO_F,Newman_+_+_Newman_02554_+_+_Newman_02555_+_+_CO_F,5,180,182,0.952403245942572,0.983516483516484
Cluster_1015_aligned,MRSA252_+_+_MRSA252_00095_+_+_MRSA252_00096_+_+_CO_F,S0385_+_+_S0385_00105_+_+_S0385_00106_+_+_CO_F,4,274,274,0.985401459854015,1
Cluster_2509_aligned,HO_5096_0412_+_+_HO_5096_0412_00856_+_+_HO_5096_0412_00857_+_+_DT,S0385_+_+_S0385_01004_+_+_S0385_01005_+_+_DT,2,54,54,0.975308641975309,1
Cluster_1042_aligned,Newman_+_+_Newman_02472_+_+_Newman_02473_+_+_CO_R,S0385_+_+_S0385_02459_+_+_S0385_02460_+_+_CO_R,5,267,268,0.971285892634207,0.996268656716418
